local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Whole blood,Peripheral Whole Blood,specimen,Sample Type,Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Whole Blood,Peripheral Whole Blood,specimen,Sample Type,Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Whole Blood EDTA,Peripheral Whole Blood,specimen,Sample Type,Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Available,Available,specimen,Sample Availability,Sample Availability,available,Available,http://hl7.org/fhir/specimen-status,
Unavailable,Unavailable,specimen,Sample Availability,Sample Availability,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
Saliva,Saliva,specimen,Collection Sample Type,Collection Sample Type,C174119,Saliva Sample,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C174119
Saliva,Saliva,specimen,Collection Sample Type,Collection Sample Type,Saliva,Saliva,https://includedcc.org/fhir/code-systems/sample_types,
Skin Tape,Skin Tape,specimen,Collection Sample Type,Collection Sample Type,Skin-Tape,Skin Tape,https://includedcc.org/fhir/code-systems/sample_types,
Tongue Swab,Tongue,specimen,Collection Sample Type,Collection Sample Type,Tongue-Swab,Tongue Swab,https://includedcc.org/fhir/code-systems/sample_types,
Whole blood,Peripheral Whole Blood,specimen,Collection Sample Type,Collection Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Whole Blood,Peripheral Whole Blood,specimen,Collection Sample Type,Collection Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Available,Available,specimen,Container Availability,Container Availability,available,Available,http://hl7.org/fhir/specimen-status,
Unavailable,Unavailable,specimen,Container Availability,Container Availability,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
Monocytes,Monocytes,specimen,Parent Sample Type,Parent Sample Type,Monocytes,Monocytes,https://includedcc.org/fhir/code-systems/sample_types,
PAXgene Whole Blood DNA Tube,PAXgene Whole Blood DNA Tube,specimen,Parent Sample Type,Parent Sample Type,DNA,DNA,https://includedcc.org/fhir/code-systems/sample_types,
PAXgene Whole Blood RNA Tube,PAXgene Whole Blood RNA Tube,specimen,Parent Sample Type,Parent Sample Type,RNA,RNA,https://includedcc.org/fhir/code-systems/sample_types,
Saliva,Saliva,specimen,Parent Sample Type,Parent Sample Type,C174119,Saliva Sample,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C174119
White Blood Cells,White Blood Cells,specimen,Parent Sample Type,Parent Sample Type,WBCs,White Blood Cells,https://includedcc.org/fhir/code-systems/sample_types,
Whole blood,Peripheral Whole Blood,specimen,Parent Sample Type,Parent Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Whole Blood,Peripheral Whole Blood,specimen,Parent Sample Type,Parent Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
Whole Blood EDTA,Peripheral Whole Blood,specimen,Parent Sample Type,Parent Sample Type,Peripheral-Whole-Blood,Peripheral Whole Blood,https://includedcc.org/fhir/code-systems/sample_types,
NA,NA,specimen,In/Out,In/Out,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
In,In,specimen,In/Out,In/Out,available,Available,http://hl7.org/fhir/specimen-status,
Out,Out,specimen,In/Out,In/Out,unavailable,Unavailable,http://hl7.org/fhir/specimen-status,
mL,mL,specimen,Volume Unit,Volume Unit,Vial_Volume,ml,ml,http://unitsofmeasure.org,['']
