local code,text,table_name,parent_varname,local code system,code,display,code system,comment
"If yes, what is your primary disability? Check only one:(other) - Down&#39;s Syndrome","If yes, what is your primary disability? Check only one:(other) - Down&#39;s Syndrome",condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
physical disability - Yes,physical disability - Yes,condition,HPO Code,condition_description,0033695,Occupational disability,http://purl.obolibrary.org/obo/hp.owl,
"If yes, what is your primary disability? Check only one:(other) - Down syndrome","If yes, what is your primary disability? Check only one:(other) - Down syndrome",condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
traumatic brain injury (TBI) - Yes,traumatic brain injury (TBI) - Yes,condition,MONDO Code,condition_description,0858950,traumatic brain injury,http://purl.obolibrary.org/obo/mondo.owl,
original_bmi,original_bmi,condition,Other Code,condition_description,39156-5,Body Mass Index,https://loinc.org/,
wt,wt,condition,Other Code,condition_description,29463-7,Body Weight,https://loinc.org/,
ht,ht,condition,Other Code,condition_description,8302-2,Body Height,https://loinc.org/,
diastolic,diastolic,condition,Other Code,condition_description,8462-4,Diastolic blood pressure,https://loinc.org/,
systolic,systolic,condition,Other Code,condition_description,8480-6,Systolic blood pressure,https://loinc.org/,
M79.672,M79.672,condition,Other Code,condition_description,M79.672,Pain in left foot,http://hl7.org/fhir/sid/icd-10-cm,
Z51.81,Z51.81,condition,Other Code,condition_description,Z51.81,Encounter for therapeutic drug level monitoring,http://hl7.org/fhir/sid/icd-10-cm,
E87.1,E87.1,condition,Other Code,condition_description,E87.1,Hypo-osmolality and hyponatremia,http://hl7.org/fhir/sid/icd-10-cm,
E66.9,E66.9,condition,Other Code,condition_description,E66.9,"Obesity, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Z99.81,Z99.81,condition,Other Code,condition_description,Z99.81,Dependence on supplemental oxygen,http://hl7.org/fhir/sid/icd-10-cm,
Z13.0,Z13.0,condition,Other Code,condition_description,Z13.0,Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,http://hl7.org/fhir/sid/icd-10-cm,
E03.9,E03.9,condition,Other Code,condition_description,E03.9,"Hypothyroidism, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Z13.1,Z13.1,condition,Other Code,condition_description,Z13.1,Encounter for screening for diabetes mellitus,http://hl7.org/fhir/sid/icd-10-cm,
Q90.9,Q90.9,condition,Other Code,condition_description,Q90.9,"Down syndrome, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
L91.8,L91.8,condition,Other Code,condition_description,L91.8,Other hypertrophic disorders of the skin,http://hl7.org/fhir/sid/icd-10-cm,
E66.01,E66.01,condition,Other Code,condition_description,E66.01,Morbid (severe) obesity due to excess calories,http://hl7.org/fhir/sid/icd-10-cm,
Z23,Z23,condition,Other Code,condition_description,Z23,Encounter for immunization,http://hl7.org/fhir/sid/icd-10-cm,
E03.8,E03.8,condition,Other Code,condition_description,E03.8,Other specified hypothyroidism,http://hl7.org/fhir/sid/icd-10-cm,
G47.33,G47.33,condition,Other Code,condition_description,G47.33,Obstructive sleep apnea (adult) (pediatric),http://hl7.org/fhir/sid/icd-10-cm,
E87.5,E87.5,condition,Other Code,condition_description,E87.5,Hyperkalemia,http://hl7.org/fhir/sid/icd-10-cm,
B35.1,B35.1,condition,Other Code,condition_description,B35.1,Tinea unguium,http://hl7.org/fhir/sid/icd-10-cm,
R00.1,R00.1,condition,Other Code,condition_description,R00.1,"Bradycardia, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
J30.2,J30.2,condition,Other Code,condition_description,J30.2,Other seasonal allergic rhinitis,http://hl7.org/fhir/sid/icd-10-cm,
R09.02,R09.02,condition,Other Code,condition_description,R09.02,Hypoxemia,http://hl7.org/fhir/sid/icd-10-cm,
L71.9,L71.9,condition,Other Code,condition_description,L71.9,"Rosacea, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
R06.89,R06.89,condition,Other Code,condition_description,R06.89,Other abnormalities of breathing,http://hl7.org/fhir/sid/icd-10-cm,
Z13.220,Z13.220,condition,Other Code,condition_description,Z13.220,Encounter for screening for lipoid disorders,http://hl7.org/fhir/sid/icd-10-cm,
I99.9,I99.9,condition,Other Code,condition_description,I99.9,Unspecified disorder of circulatory system,http://hl7.org/fhir/sid/icd-10-cm,
Z68.31,Z68.31,condition,Other Code,condition_description,Z68.31,"Body mass index [BMI] 31.0-31.9, adult",http://hl7.org/fhir/sid/icd-10-cm,
Z11.4,Z11.4,condition,Other Code,condition_description,Z11.4,Encounter for screening for human immunodeficiency virus [HIV],http://hl7.org/fhir/sid/icd-10-cm,
Z11.59,Z11.59,condition,Other Code,condition_description,Z11.59,Encounter for screening for other viral diseases,http://hl7.org/fhir/sid/icd-10-cm,
H61.21,H61.21,condition,Other Code,condition_description,H61.21,"Impacted cerumen, right ear",http://hl7.org/fhir/sid/icd-10-cm,
F69,F69,condition,Other Code,condition_description,F69,Unspecified disorder of adult personality and behavior,http://hl7.org/fhir/sid/icd-10-cm,
L60.2,L60.2,condition,Other Code,condition_description,L60.2,Onychogryphosis,http://hl7.org/fhir/sid/icd-10-cm,
S42.461D,S42.461D,condition,Other Code,condition_description,S42.461D,"Displaced fracture of medial condyle of right humerus, subsequent encounter for fracture with routine healing",http://hl7.org/fhir/sid/icd-10-cm,
M79.601,M79.601,condition,Other Code,condition_description,M79.601,Pain in right arm,http://hl7.org/fhir/sid/icd-10-cm,
Z83.3,Z83.3,condition,Other Code,condition_description,Z83.3,Family history of diabetes mellitus,http://hl7.org/fhir/sid/icd-10-cm,
M79.89,M79.89,condition,Other Code,condition_description,M79.89,Other specified soft tissue disorders,http://hl7.org/fhir/sid/icd-10-cm,
S42.461A,S42.461A,condition,Other Code,condition_description,S42.461A,"Displaced fracture of medial condyle of right humerus, initial encounter for closed fracture",http://hl7.org/fhir/sid/icd-10-cm,
Z82.49,Z82.49,condition,Other Code,condition_description,Z82.49,Family history of ischemic heart disease and other diseases of the circulatory system,http://hl7.org/fhir/sid/icd-10-cm,
R46.89,R46.89,condition,Other Code,condition_description,R46.89,Other symptoms and signs involving appearance and behavior,http://hl7.org/fhir/sid/icd-10-cm,
S42.491A,S42.491A,condition,Other Code,condition_description,S42.491A,"Other displaced fracture of lower end of right humerus, initial encounter for closed fracture",http://hl7.org/fhir/sid/icd-10-cm,
S42.201A,S42.201A,condition,Other Code,condition_description,S42.201A,"Unspecified fracture of upper end of right humerus, initial encounter for closed fracture",http://hl7.org/fhir/sid/icd-10-cm,
B35.3,B35.3,condition,Other Code,condition_description,B35.3,Tinea pedis,http://hl7.org/fhir/sid/icd-10-cm,
S80.211A,S80.211A,condition,Other Code,condition_description,S80.211A,"Abrasion, right knee, initial encounter",http://hl7.org/fhir/sid/icd-10-cm,
Z80.1,Z80.1,condition,Other Code,condition_description,Z80.1,"Family history of malignant neoplasm of trachea, bronchus and lung",http://hl7.org/fhir/sid/icd-10-cm,
E55.9,E55.9,condition,Other Code,condition_description,E55.9,"Vitamin D deficiency, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
E07.9,E07.9,condition,Other Code,condition_description,E07.9,"Disorder of thyroid, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Z20.822,Z20.822,condition,Other Code,condition_description,Z20.822,Contact with and (suspected) exposure to COVID-19,http://hl7.org/fhir/sid/icd-10-cm,
Z86.718,Z86.718,condition,Other Code,condition_description,Z86.718,Personal history of other venous thrombosis and embolism,http://hl7.org/fhir/sid/icd-10-cm,
I50.9,I50.9,condition,Other Code,condition_description,I50.9,"Heart failure, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
G30.1,G30.1,condition,Other Code,condition_description,G30.1,Alzheimer's disease with late onset,http://hl7.org/fhir/sid/icd-10-cm,
L03.114,L03.114,condition,Other Code,condition_description,L03.114,Cellulitis of left upper limb,http://hl7.org/fhir/sid/icd-10-cm,
F02.80,F02.80,condition,Other Code,condition_description,F02.80,"Dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",http://hl7.org/fhir/sid/icd-10-cm,
M25.421,M25.421,condition,Other Code,condition_description,M25.421,"Effusion, right elbow",http://hl7.org/fhir/sid/icd-10-cm,
M19.021,M19.021,condition,Other Code,condition_description,M19.021,"Primary osteoarthritis, right elbow",http://hl7.org/fhir/sid/icd-10-cm,
381.81,381.81,condition,Other Code,condition_description,381.81,Dysfunction of Eustachian tube,http://hl7.org/fhir/sid/icd-9-cm,
380.4,380.4,condition,Other Code,condition_description,380.4,Impacted cerumen,http://hl7.org/fhir/sid/icd-9-cm,
F32.89,F32.89,condition,Other Code,condition_description,F32.89,Other specified depressive episodes,http://hl7.org/fhir/sid/icd-10-cm,
E06.3,E06.3,condition,Other Code,condition_description,E06.3,Autoimmune thyroiditis,http://hl7.org/fhir/sid/icd-10-cm,
F99,F99,condition,Other Code,condition_description,F99,"Mental disorder, not otherwise specified",http://hl7.org/fhir/sid/icd-10-cm,
L81.9,L81.9,condition,Other Code,condition_description,L81.9,"Disorder of pigmentation, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
G47.61,G47.61,condition,Other Code,condition_description,G47.61,Periodic limb movement disorder,http://hl7.org/fhir/sid/icd-10-cm,
F32.A,F32.A,condition,Other Code,condition_description,F32.A,"Depression, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
D50.9,D50.9,condition,Other Code,condition_description,D50.9,"Iron deficiency anemia, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
J35.1,J35.1,condition,Other Code,condition_description,J35.1,Hypertrophy of tonsils,http://hl7.org/fhir/sid/icd-10-cm,
R46.4,R46.4,condition,Other Code,condition_description,R46.4,Slowness and poor responsiveness,http://hl7.org/fhir/sid/icd-10-cm,
J35.8,J35.8,condition,Other Code,condition_description,J35.8,Other chronic diseases of tonsils and adenoids,http://hl7.org/fhir/sid/icd-10-cm,
Z95.0,Z95.0,condition,Other Code,condition_description,Z95.0,Presence of cardiac pacemaker,http://hl7.org/fhir/sid/icd-10-cm,
Z86.79,Z86.79,condition,Other Code,condition_description,Z86.79,Personal history of other diseases of the circulatory system,http://hl7.org/fhir/sid/icd-10-cm,
F32.9,F32.9,condition,Other Code,condition_description,F32.9,"Major depressive disorder, single episode, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Z01.810,Z01.810,condition,Other Code,condition_description,Z01.810,Encounter for preprocedural cardiovascular examination,http://hl7.org/fhir/sid/icd-10-cm,
F42.9,F42.9,condition,Other Code,condition_description,F42.9,"Obsessive-compulsive disorder, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
I44.2,I44.2,condition,Other Code,condition_description,I44.2,"Atrioventricular block, complete",http://hl7.org/fhir/sid/icd-10-cm,
Z78.9,Z78.9,condition,Other Code,condition_description,Z78.9,Other specified health status,http://hl7.org/fhir/sid/icd-10-cm,
K64.9,K64.9,condition,Other Code,condition_description,K64.9,Unspecified hemorrhoids,http://hl7.org/fhir/sid/icd-10-cm,
Q24.9,Q24.9,condition,Other Code,condition_description,Q24.9,"Congenital malformation of heart, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
K90.0,K90.0,condition,Other Code,condition_description,K90.0,Celiac disease,http://hl7.org/fhir/sid/icd-10-cm,
Q24.6,Q24.6,condition,Other Code,condition_description,Q24.6,Congenital heart block,http://hl7.org/fhir/sid/icd-10-cm,
I42.9,I42.9,condition,Other Code,condition_description,I42.9,"Cardiomyopathy, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Q21.2,Q21.2,condition,Other Code,condition_description,Q21.2,Atrioventricular septal defect,http://hl7.org/fhir/sid/icd-10-cm,
Q21.23,Q21.23,condition,Other Code,condition_description,Q21.23,Complete atrioventricular septal defect,http://hl7.org/fhir/sid/icd-10-cm,
Q21.1,Q21.1,condition,Other Code,condition_description,Q21.1,Atrial septal defect,http://hl7.org/fhir/sid/icd-10-cm,
Q21.11,Q21.11,condition,Other Code,condition_description,Q21.11,Secundum atrial septal defect,http://hl7.org/fhir/sid/icd-10-cm,
Z87.74,Z87.74,condition,Other Code,condition_description,Z87.74,Personal history of (corrected) congenital malformations of heart and circulatory system,http://hl7.org/fhir/sid/icd-10-cm,
Q21.20,Q21.20,condition,Other Code,condition_description,Q21.20,"Atrioventricular septal defect, unspecified as to partial or complete",http://hl7.org/fhir/sid/icd-10-cm,
Z79.899,Z79.899,condition,Other Code,condition_description,Z79.899,Other long term (current) drug therapy,http://hl7.org/fhir/sid/icd-10-cm,
Z00.00,Z00.00,condition,Other Code,condition_description,Z00.00,Encounter for general adult medical examination without abnormal findings,http://hl7.org/fhir/sid/icd-10-cm,
Z01.818,Z01.818,condition,Other Code,condition_description,Z01.818,Encounter for other preprocedural examination,http://hl7.org/fhir/sid/icd-10-cm,
I42.8,I42.8,condition,Other Code,condition_description,I42.8,Other cardiomyopathies,http://hl7.org/fhir/sid/icd-10-cm,
F81.89,F81.89,condition,Other Code,condition_description,F81.89,Other developmental disorders of scholastic skills,http://hl7.org/fhir/sid/icd-10-cm,
L05.92,L05.92,condition,Other Code,condition_description,L05.92,Pilonidal sinus without abscess,http://hl7.org/fhir/sid/icd-10-cm,
R79.89,R79.89,condition,Other Code,condition_description,R79.89,Other specified abnormal findings of blood chemistry,http://hl7.org/fhir/sid/icd-10-cm,
L05.91,L05.91,condition,Other Code,condition_description,L05.91,Pilonidal cyst without abscess,http://hl7.org/fhir/sid/icd-10-cm,
R06.6,R06.6,condition,Other Code,condition_description,R06.6,Hiccough,http://hl7.org/fhir/sid/icd-10-cm,
E10.9,E10.9,condition,Other Code,condition_description,E10.9,Type 1 diabetes mellitus without complications,http://hl7.org/fhir/sid/icd-10-cm,
L70.0,L70.0,condition,Other Code,condition_description,L70.0,Acne vulgaris,http://hl7.org/fhir/sid/icd-10-cm,
R94.6,R94.6,condition,Other Code,condition_description,R94.6,Abnormal results of thyroid function studies,http://hl7.org/fhir/sid/icd-10-cm,
Z13.29,Z13.29,condition,Other Code,condition_description,Z13.29,Encounter for screening for other suspected endocrine disorder,http://hl7.org/fhir/sid/icd-10-cm,
E11.9,E11.9,condition,Other Code,condition_description,E11.9,Type 2 diabetes mellitus without complications,http://hl7.org/fhir/sid/icd-10-cm,
H53.9,H53.9,condition,Other Code,condition_description,H53.9,Unspecified visual disturbance,http://hl7.org/fhir/sid/icd-10-cm,
R13.12,R13.12,condition,Other Code,condition_description,R13.12,"Dysphagia, oropharyngeal phase",http://hl7.org/fhir/sid/icd-10-cm,
R45.4,R45.4,condition,Other Code,condition_description,R45.4,Irritability and anger,http://hl7.org/fhir/sid/icd-10-cm,
R26.89,R26.89,condition,Other Code,condition_description,R26.89,Other abnormalities of gait and mobility,http://hl7.org/fhir/sid/icd-10-cm,
F41.9,F41.9,condition,Other Code,condition_description,F41.9,"Anxiety disorder, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
R13.10,R13.10,condition,Other Code,condition_description,R13.10,"Dysphagia, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
K21.0,K21.0,condition,Other Code,condition_description,K21.0,Gastro-esophageal reflux disease with esophagitis,http://hl7.org/fhir/sid/icd-10-cm,
K21.9,K21.9,condition,Other Code,condition_description,K21.9,Gastro-esophageal reflux disease without esophagitis,http://hl7.org/fhir/sid/icd-10-cm,
K92.0,K92.0,condition,Other Code,condition_description,K92.0,Hematemesis,http://hl7.org/fhir/sid/icd-10-cm,
L08.9,L08.9,condition,Other Code,condition_description,L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Z88.2,Z88.2,condition,Other Code,condition_description,Z88.2,Allergy status to sulfonamides,http://hl7.org/fhir/sid/icd-10-cm,
Z86.39,Z86.39,condition,Other Code,condition_description,Z86.39,"Personal history of other endocrine, nutritional and metabolic disease",http://hl7.org/fhir/sid/icd-10-cm,
R45.6,R45.6,condition,Other Code,condition_description,R45.6,Violent behavior,http://hl7.org/fhir/sid/icd-10-cm,
D89.89,D89.89,condition,Other Code,condition_description,D89.89,"Other specified disorders involving the immune mechanism, not elsewhere classified",http://hl7.org/fhir/sid/icd-10-cm,
R45.1,R45.1,condition,Other Code,condition_description,R45.1,Restlessness and agitation,http://hl7.org/fhir/sid/icd-10-cm,
R76.8,R76.8,condition,Other Code,condition_description,R76.8,Other specified abnormal immunological findings in serum,http://hl7.org/fhir/sid/icd-10-cm,
R45.89,R45.89,condition,Other Code,condition_description,R45.89,Other symptoms and signs involving emotional state,http://hl7.org/fhir/sid/icd-10-cm,
Z98.890,Z98.890,condition,Other Code,condition_description,Z98.890,Other specified postprocedural states,http://hl7.org/fhir/sid/icd-10-cm,
Z71.2,Z71.2,condition,Other Code,condition_description,Z71.2,Person consulting for explanation of examination or test findings,http://hl7.org/fhir/sid/icd-10-cm,
F33.9,F33.9,condition,Other Code,condition_description,F33.9,"Major depressive disorder, recurrent, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
F91.9,F91.9,condition,Other Code,condition_description,F91.9,"Conduct disorder, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
Z79.4,Z79.4,condition,Other Code,condition_description,Z79.4,Long term (current) use of insulin,http://hl7.org/fhir/sid/icd-10-cm,
F91.8,F91.8,condition,Other Code,condition_description,F91.8,Other conduct disorders,http://hl7.org/fhir/sid/icd-10-cm,
Z71.89,Z71.89,condition,Other Code,condition_description,Z71.89,Other specified counseling,http://hl7.org/fhir/sid/icd-10-cm,
Z04.8,Z04.8,condition,Other Code,condition_description,Z04.8,Encounter for examination and observation for other specified reasons,http://hl7.org/fhir/sid/icd-10-cm,
Z88.1,Z88.1,condition,Other Code,condition_description,Z88.1,Allergy status to other antibiotic agents,http://hl7.org/fhir/sid/icd-10-cm,
R51,R51,condition,Other Code,condition_description,R51,Headache,http://hl7.org/fhir/sid/icd-10-cm,
F63.81,F63.81,condition,Other Code,condition_description,F63.81,Intermittent explosive disorder,http://hl7.org/fhir/sid/icd-10-cm,
H72.91,H72.91,condition,Other Code,condition_description,H72.91,"Unspecified perforation of tympanic membrane, right ear",http://hl7.org/fhir/sid/icd-10-cm,
Z66,Z66,condition,Other Code,condition_description,Z66,Do not resuscitate,http://hl7.org/fhir/sid/icd-10-cm,
R41.82,R41.82,condition,Other Code,condition_description,R41.82,"Altered mental status, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
H52.203,H52.203,condition,Other Code,condition_description,H52.203,"Unspecified astigmatism, bilateral",http://hl7.org/fhir/sid/icd-10-cm,
H52.13,H52.13,condition,Other Code,condition_description,H52.13,"Myopia, bilateral",http://hl7.org/fhir/sid/icd-10-cm,
Z88.8,Z88.8,condition,Other Code,condition_description,Z88.8,"Allergy status to other drugs, medicaments and biological substances",http://hl7.org/fhir/sid/icd-10-cm,
G40.409,G40.409,condition,Other Code,condition_description,G40.409,"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus",http://hl7.org/fhir/sid/icd-10-cm,
E10.65,E10.65,condition,Other Code,condition_description,E10.65,Type 1 diabetes mellitus with hyperglycemia,http://hl7.org/fhir/sid/icd-10-cm,
N41.9,N41.9,condition,Other Code,condition_description,N41.9,"Inflammatory disease of prostate, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
L73.9,L73.9,condition,Other Code,condition_description,L73.9,"Follicular disorder, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
G47.411,G47.411,condition,Other Code,condition_description,G47.411,Narcolepsy with cataplexy,http://hl7.org/fhir/sid/icd-10-cm,
R15.9,R15.9,condition,Other Code,condition_description,R15.9,Full incontinence of feces,http://hl7.org/fhir/sid/icd-10-cm,
N39.44,N39.44,condition,Other Code,condition_description,N39.44,Nocturnal enuresis,http://hl7.org/fhir/sid/icd-10-cm,
R01.1,R01.1,condition,Other Code,condition_description,R01.1,"Cardiac murmur, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
G47.19,G47.19,condition,Other Code,condition_description,G47.19,Other hypersomnia,http://hl7.org/fhir/sid/icd-10-cm,
G47.34,G47.34,condition,Other Code,condition_description,G47.34,Idiopathic sleep related nonobstructive alveolar hypoventilation,http://hl7.org/fhir/sid/icd-10-cm,
H52.223,H52.223,condition,Other Code,condition_description,H52.223,"Regular astigmatism, bilateral",http://hl7.org/fhir/sid/icd-10-cm,
N39.42,N39.42,condition,Other Code,condition_description,N39.42,Incontinence without sensory awareness,http://hl7.org/fhir/sid/icd-10-cm,
E78.5,E78.5,condition,Other Code,condition_description,E78.5,"Hyperlipidemia, unspecified",http://hl7.org/fhir/sid/icd-10-cm,
R32,R32,condition,Other Code,condition_description,R32,Unspecified urinary incontinence,http://hl7.org/fhir/sid/icd-10-cm,
924.21,924.21,condition,Other Code,condition_description,924.21,Contusion of ankle,http://hl7.org/fhir/sid/icd-9-cm,
V12.2,V12.2,condition,Other Code,condition_description,V12.2,"Personal history of endocrine, metabolic, and immunity disorders",http://hl7.org/fhir/sid/icd-9-cm,
733.90,733.90,condition,Other Code,condition_description,733.90,"Disorder of bone and cartilage, unspecified",http://hl7.org/fhir/sid/icd-9-cm,
V20.2,V20.2,condition,Other Code,condition_description,V20.2,Routine infant or child health check,http://hl7.org/fhir/sid/icd-9-cm,
356.9,356.9,condition,Other Code,condition_description,356.9,Unspecified hereditary and idiopathic peripheral neuropathy,http://hl7.org/fhir/sid/icd-9-cm,
401.9,401.9,condition,Other Code,condition_description,401.9,Unspecified essential hypertension,http://hl7.org/fhir/sid/icd-9-cm,
564.00,564.00,condition,Other Code,condition_description,564.00,"Constipation, unspecified",http://hl7.org/fhir/sid/icd-9-cm,
654.23,654.23,condition,Other Code,condition_description,654.23,"Previous cesarean delivery, antepartum condition or complication",http://hl7.org/fhir/sid/icd-9-cm,
741.00,741.00,condition,Other Code,condition_description,741.00,"Spina bifida with hydrocephalus, unspecified region",http://hl7.org/fhir/sid/icd-9-cm,
780.4,780.4,condition,Other Code,condition_description,780.4,Dizziness and giddiness,http://hl7.org/fhir/sid/icd-9-cm,
600.91,600.91,condition,Other Code,condition_description,600.91,"Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)",http://hl7.org/fhir/sid/icd-9-cm,
311,311,condition,Other Code,condition_description,311,"Depressive disorder, not elsewhere classified",http://hl7.org/fhir/sid/icd-9-cm,
V08,V08,condition,Other Code,condition_description,V08,Asymptomatic human immunodeficiency virus [HIV] infection status,http://hl7.org/fhir/sid/icd-9-cm,
758.0,758.0,condition,Other Code,condition_description,758.0,Down's syndrome,http://hl7.org/fhir/sid/icd-9-cm,
332.0,332.0,condition,Other Code,condition_description,332.0,Paralysis agitans,http://hl7.org/fhir/sid/icd-9-cm,
783.22,783.22,condition,Other Code,condition_description,783.22,Underweight,http://hl7.org/fhir/sid/icd-9-cm,
382.9,382.9,condition,Other Code,condition_description,382.9,Unspecified otitis media,http://hl7.org/fhir/sid/icd-9-cm,
V25.09,V25.09,condition,Other Code,condition_description,V25.09,Other general counseling and advice on contraceptive management,http://hl7.org/fhir/sid/icd-9-cm,
783.41,783.41,condition,Other Code,condition_description,783.41,Failure to thrive,http://hl7.org/fhir/sid/icd-9-cm,
385.00,385.00,condition,Other Code,condition_description,385.00,"Tympanosclerosis, unspecified as to involvement",http://hl7.org/fhir/sid/icd-9-cm,
780.79,780.79,condition,Other Code,condition_description,780.79,Other malaise and fatigue,http://hl7.org/fhir/sid/icd-9-cm,
424.1,424.1,condition,Other Code,condition_description,424.1,Aortic valve disorders,http://hl7.org/fhir/sid/icd-9-cm,
244.9,244.9,condition,Other Code,condition_description,244.9,Unspecified acquired hypothyroidism,http://hl7.org/fhir/sid/icd-9-cm,
V58.49,V58.49,condition,Other Code,condition_description,V58.49,Other specified aftercare following surgery,http://hl7.org/fhir/sid/icd-9-cm,
388.60,388.60,condition,Other Code,condition_description,388.60,"Otorrhea, unspecified",http://hl7.org/fhir/sid/icd-9-cm,
745.69,745.69,condition,Other Code,condition_description,745.69,Other endocardial cushion defects,http://hl7.org/fhir/sid/icd-9-cm,
786.50,786.50,condition,Other Code,condition_description,786.50,"Chest pain, unspecified",http://hl7.org/fhir/sid/icd-9-cm,
424.0,424.0,condition,Other Code,condition_description,424.0,Mitral valve disorders,http://hl7.org/fhir/sid/icd-9-cm,
381.10,381.10,condition,Other Code,condition_description,381.10,"Chronic serous otitis media, simple or unspecified",http://hl7.org/fhir/sid/icd-9-cm,
526.4,526.4,condition,Other Code,condition_description,526.4,Inflammatory conditions of jaw,http://hl7.org/fhir/sid/icd-9-cm,
