local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Other disorders of external ear,Other disorders of external ear,condition,MONDO Code,condition_description,0002776,external ear disorder,http://purl.obolibrary.org/obo/mondo.owl,
Lack of normal physiological development,Lack of normal physiological development,condition,HPO Code,condition_description,0000118,Phenotypic abnormality,http://purl.obolibrary.org/obo/hp.owl,
Lack of normal physiological development,Lack of normal physiological development,condition,Other Code,condition_description,0000463,lack of normal physiological development,https://purl.obolibrary.org/obo/symp.owl,
Suppurative and unspecified otitis media,Suppurative and unspecified otitis media,condition,HPO Code,condition_description,0000388,Otitis media,http://purl.obolibrary.org/obo/hp.owl,
Suppurative and unspecified otitis media,Suppurative and unspecified otitis media,condition,MONDO Code,condition_description,0005975,suppurative otitis media,http://purl.obolibrary.org/obo/mondo.owl,
Developmental delays and disorders,Developmental delays and disorders,condition,HPO Code,condition_description,0001263,Global developmental delay,http://purl.obolibrary.org/obo/hp.owl,
Developmental delays and disorders,Developmental delays and disorders,condition,MONDO Code,condition_description,0005287,developmental disability,http://purl.obolibrary.org/obo/mondo.owl,
Hemorrhagic disorder due to intrinsic circulating anticoagulants,Hemorrhagic disorder due to intrinsic circulating anticoagulants,condition,Other Code,condition_description,191287000,Hemorrhagic disorder due to circulating anticoagulants (disorder),http://snomed.info/sct,
Down syndrome,Down syndrome,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Otitis media,Otitis media,condition,MONDO Code,condition_description,0005441,otitis media,http://purl.obolibrary.org/obo/mondo.owl,
Symptoms involving nervous and musculoskeletal systems,Symptoms involving nervous and musculoskeletal systems,condition,MONDO Code,condition_description,0019056,neuromuscular disease,http://purl.obolibrary.org/obo/mondo.owl,
Abnormal involuntary movements,Abnormal involuntary movements,condition,HPO Code,condition_description,0004305,Involuntary movements,http://purl.obolibrary.org/obo/hp.owl,
Speech and language disorder,Speech and language disorder,condition,HPO Code,condition_description,0002167,Neurological speech impairment,http://purl.obolibrary.org/obo/hp.owl,
Speech and language disorder,Speech and language disorder,condition,MONDO Code,condition_description,0002182,communication disorder,http://purl.obolibrary.org/obo/mondo.owl,
Hearing loss,Hearing loss,condition,HPO Code,condition_description,0000365,Hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Hearing loss,Hearing loss,condition,MONDO Code,condition_description,0005365,hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Chronic tonsillitis and adenoiditis,Chronic tonsillitis and adenoiditis,condition,HPO Code,condition_description,0011110,Recurrent tonsillitis,http://purl.obolibrary.org/obo/hp.owl,
Chronic tonsillitis and adenoiditis,Chronic tonsillitis and adenoiditis,condition,MONDO Code,condition_description,0001039,tonsillitis,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac and circulatory congenital anomalies,Cardiac and circulatory congenital anomalies,condition,HPO Code,condition_description,0001626,Abnormality of the cardiovascular system,http://purl.obolibrary.org/obo/hp.owl,
Cardiac and circulatory congenital anomalies,Cardiac and circulatory congenital anomalies,condition,MONDO Code,condition_description,0024239,congenital anomaly of cardiovascular system,http://purl.obolibrary.org/obo/mondo.owl,
Abnormal thyroid function,Abnormal thyroid function,condition,HPO Code,condition_description,0002926,Abnormality of thyroid physiology,http://purl.obolibrary.org/obo/hp.owl,
Disorders of refraction and accommodation,Disorders of refraction and accommodation,condition,HPO Code,condition_description,0000539,Abnormality of refraction,http://purl.obolibrary.org/obo/hp.owl,
Disorders of refraction and accommodation,Disorders of refraction and accommodation,condition,MONDO Code,condition_description,0004892,refractive error,http://purl.obolibrary.org/obo/mondo.owl,
Congenital anomalies of male genital organs,Congenital anomalies of male genital organs,condition,HPO Code,condition_description,0010461,Abnormality of the male genitalia,http://purl.obolibrary.org/obo/hp.owl,
Conductive hearing loss,Conductive hearing loss,condition,HPO Code,condition_description,0000405,Conductive hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Conductive hearing loss,Conductive hearing loss,condition,MONDO Code,condition_description,0020679,conductive hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Sleep disorders,Sleep disorders,condition,HPO Code,condition_description,0002360,Sleep disturbance,http://purl.obolibrary.org/obo/hp.owl,
Sleep disorders,Sleep disorders,condition,MONDO Code,condition_description,0100081,sleep disorder,http://purl.obolibrary.org/obo/mondo.owl,
Aphasia/speech disturbance,Aphasia/speech disturbance,condition,HPO Code,condition_description,0002381,Aphasia,http://purl.obolibrary.org/obo/hp.owl,
Aphasia/speech disturbance,Aphasia/speech disturbance,condition,MONDO Code,condition_description,0000598,aphasia,http://purl.obolibrary.org/obo/mondo.owl,
Eustachian tube disorders,Eustachian tube disorders,condition,HPO Code,condition_description,0040115,Abnormal Eustachian tube morphology,http://purl.obolibrary.org/obo/hp.owl,
Eustachian tube disorders,Eustachian tube disorders,condition,MONDO Code,condition_description,0004866,eustachian tube disease,http://purl.obolibrary.org/obo/mondo.owl,
Sleep apnea,Sleep apnea,condition,HPO Code,condition_description,0010535,Sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Sleep apnea,Sleep apnea,condition,MONDO Code,condition_description,0005296,sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Flat foot,Flat foot,condition,HPO Code,condition_description,0001763,Pes planus,http://purl.obolibrary.org/obo/hp.owl,
Congenital musculoskeletal deformities of spine,Congenital musculoskeletal deformities of spine,condition,HPO Code,condition_description,0033127,Abnormality of the musculoskeletal system,http://purl.obolibrary.org/obo/hp.owl,
Congenital musculoskeletal deformities of spine,Congenital musculoskeletal deformities of spine,condition,MONDO Code,condition_description,0002081,musculoskeletal system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Lack of coordination,Lack of coordination,condition,HPO Code,condition_description,0011443,Abnormality of coordination,http://purl.obolibrary.org/obo/hp.owl,
Muscle weakness,Muscle weakness,condition,HPO Code,condition_description,0001324,Muscle weakness,http://purl.obolibrary.org/obo/hp.owl,
Other local infections of skin and subcutaneous tissue,Other local infections of skin and subcutaneous tissue,condition,HPO Code,condition_description,0032162,Unusual skin infection,http://purl.obolibrary.org/obo/hp.owl,
Other local infections of skin and subcutaneous tissue,Other local infections of skin and subcutaneous tissue,condition,MONDO Code,condition_description,0021201,skin infection,http://purl.obolibrary.org/obo/mondo.owl,
Cellulitis and abscess of hand/fingers,Cellulitis and abscess of hand/fingers,condition,HPO Code,condition_description,0100658,Cellulitis,http://purl.obolibrary.org/obo/hp.owl,
Cellulitis and abscess of hand/fingers,Cellulitis and abscess of hand/fingers,condition,MONDO Code,condition_description,0005230,cellulitis,http://purl.obolibrary.org/obo/mondo.owl,
Cellulitis and abscess of hand/fingers,Cellulitis and abscess of hand/fingers,condition,HPO Code,condition_description,0025615,Abscess,http://purl.obolibrary.org/obo/hp.owl,
Cellulitis and abscess of hand/fingers,Cellulitis and abscess of hand/fingers,condition,MONDO Code,condition_description,0005227,abscess,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of binocular eye movements,Disorders of binocular eye movements,condition,HPO Code,condition_description,0011514,Abnormality of binocular vision,http://purl.obolibrary.org/obo/hp.owl,
Nonrheumatic pulmonary valve disorders,Nonrheumatic pulmonary valve disorders,condition,HPO Code,condition_description,0001641,Abnormal pulmonary valve morphology,http://purl.obolibrary.org/obo/hp.owl,
Nonrheumatic pulmonary valve disorders,Nonrheumatic pulmonary valve disorders,condition,MONDO Code,condition_description,0003628,pulmonary valve disorder,http://purl.obolibrary.org/obo/mondo.owl,
Acute upper respiratory infections of unspecified site,Acute upper respiratory infections of unspecified site,condition,HPO Code,condition_description,0002788,Recurrent upper respiratory tract infections,http://purl.obolibrary.org/obo/hp.owl,
Asthma unspecified with exacerbation,Asthma unspecified with exacerbation,condition,HPO Code,condition_description,0002099,Asthma,http://purl.obolibrary.org/obo/hp.owl,
Asthma unspecified with exacerbation,Asthma unspecified with exacerbation,condition,MONDO Code,condition_description,0004979,asthma,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac murmurs not elsewhere classified,Cardiac murmurs not elsewhere classified,condition,HPO Code,condition_description,0030148,Heart murmur,http://purl.obolibrary.org/obo/hp.owl,
Conjunctivitis NOS,Conjunctivitis NOS,condition,HPO Code,condition_description,0000509,Conjunctivitis,http://purl.obolibrary.org/obo/hp.owl,
Conjunctivitis NOS,Conjunctivitis NOS,condition,MONDO Code,condition_description,0003799,conjunctivitis,http://purl.obolibrary.org/obo/mondo.owl,
Dermatitis,Dermatitis,condition,HPO Code,condition_description,0011123,Inflammatory abnormality of the skin,http://purl.obolibrary.org/obo/hp.owl,
Dermatitis,Dermatitis,condition,MONDO Code,condition_description,0002406,dermatitis,http://purl.obolibrary.org/obo/mondo.owl,
Dermatophytosis of scalp and beard,Dermatophytosis of scalp and beard,condition,HPO Code,condition_description,0032516,Invasive dermatophyte infection,http://purl.obolibrary.org/obo/hp.owl,
Dermatophytosis of scalp and beard,Dermatophytosis of scalp and beard,condition,MONDO Code,condition_description,0002967,dermatophytosis of scalp or beard,http://purl.obolibrary.org/obo/mondo.owl,
Fever,Fever,condition,HPO Code,condition_description,0001945,Fever,http://purl.obolibrary.org/obo/hp.owl,
Allergy/adverse effect of penicillin,Allergy/adverse effect of penicillin,condition,HPO Code,condition_description,0410323,Drug allergy,http://purl.obolibrary.org/obo/hp.owl,
Allergy/adverse effect of penicillin,Allergy/adverse effect of penicillin,condition,MONDO Code,condition_description,0000775,drug allergy,http://purl.obolibrary.org/obo/mondo.owl,
Genitourinary congenital anomalies,Genitourinary congenital anomalies,condition,HPO Code,condition_description,0000119,Abnormality of the genitourinary system,http://purl.obolibrary.org/obo/hp.owl,
Genitourinary congenital anomalies,Genitourinary congenital anomalies,condition,MONDO Code,condition_description,0019356,urogenital tract malformation,http://purl.obolibrary.org/obo/mondo.owl,
Dislocation,Dislocation,condition,HPO Code,condition_description,0001373,Joint dislocation,http://purl.obolibrary.org/obo/hp.owl,
Strabismus (not specified as paralytic),Strabismus (not specified as paralytic),condition,HPO Code,condition_description,0000486,Strabismus,http://purl.obolibrary.org/obo/hp.owl,
Strabismus (not specified as paralytic),Strabismus (not specified as paralytic),condition,MONDO Code,condition_description,0003432,strabismus,http://purl.obolibrary.org/obo/mondo.owl,
Mycoses,Mycoses,condition,HPO Code,condition_description,0020100,Unusual fungal infection,http://purl.obolibrary.org/obo/hp.owl,
Mycoses,Mycoses,condition,MONDO Code,condition_description,0002041,fungal infectious disease,http://purl.obolibrary.org/obo/mondo.owl,
Disturbances in tooth eruption,Disturbances in tooth eruption,condition,HPO Code,condition_description,0006292,Abnormality of dental eruption,http://purl.obolibrary.org/obo/hp.owl,
Nonsenile Cataract,Nonsenile Cataract,condition,HPO Code,condition_description,0007819,Presenile cataracts,http://purl.obolibrary.org/obo/hp.owl,
Nonsenile Cataract,Nonsenile Cataract,condition,MONDO Code,condition_description,0005129,cataract,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of tooth development,Disorders of tooth development,condition,HPO Code,condition_description,0000164,Abnormality of the dentition,http://purl.obolibrary.org/obo/hp.owl,
Anomalies of tooth position/malocclusion,Anomalies of tooth position/malocclusion,condition,HPO Code,condition_description,0000692,Tooth malposition,http://purl.obolibrary.org/obo/hp.owl,
"Dentofacial anomalies, including malocclusion","Dentofacial anomalies, including malocclusion",condition,HPO Code,condition_description,0000163,Abnormal oral cavity morphology,http://purl.obolibrary.org/obo/hp.owl,
"Dentofacial anomalies, including malocclusion","Dentofacial anomalies, including malocclusion",condition,MONDO Code,condition_description,0006858,mouth disorder,http://purl.obolibrary.org/obo/mondo.owl,
Other disorders of tympanic membrane,Other disorders of tympanic membrane,condition,HPO Code,condition_description,0040090,Abnormality of the tympanic membrane,http://purl.obolibrary.org/obo/hp.owl,
Other disorders of tympanic membrane,Other disorders of tympanic membrane,condition,MONDO Code,condition_description,0003648,tympanic membrane disorder,http://purl.obolibrary.org/obo/mondo.owl,
Retinal detachment with retinal defect,Retinal detachment with retinal defect,condition,HPO Code,condition_description,0000479,Abnormal retinal morphology,http://purl.obolibrary.org/obo/hp.owl,
Retinal detachment with retinal defect,Retinal detachment with retinal defect,condition,MONDO Code,condition_description,0005283,retinal disorder,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of optic nerve and visual pathways,Disorders of optic nerve and visual pathways,condition,HPO Code,condition_description,0000587,Abnormality of the optic nerve,http://purl.obolibrary.org/obo/hp.owl,
Disorders of optic nerve and visual pathways,Disorders of optic nerve and visual pathways,condition,MONDO Code,condition_description,0024458,disorder of visual system,http://purl.obolibrary.org/obo/mondo.owl,
Neurological disorders due to brain damage,Neurological disorders due to brain damage,condition,MONDO Code,condition_description,0043510,brain injury,http://purl.obolibrary.org/obo/mondo.owl,
Other specified diseases of hair and hair follicles,Other specified diseases of hair and hair follicles,condition,HPO Code,condition_description,0001595,Abnormal hair morphology,http://purl.obolibrary.org/obo/hp.owl,
Other specified diseases of hair and hair follicles,Other specified diseases of hair and hair follicles,condition,MONDO Code,condition_description,0019278,hair anomaly,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac congenital anomalies,Cardiac congenital anomalies,condition,HPO Code,condition_description,0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
Cardiac congenital anomalies,Cardiac congenital anomalies,condition,MONDO Code,condition_description,0005453,congenital heart disease,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac shunt/ heart septal defect,Cardiac shunt/ heart septal defect,condition,MONDO Code,condition_description,0002078,heart septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Congenital hypothyroidism,Congenital hypothyroidism,condition,HPO Code,condition_description,0000851,Congenital hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
Congenital hypothyroidism,Congenital hypothyroidism,condition,MONDO Code,condition_description,0018612,congenital hypothyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Congenital anomalies of face and neck,Congenital anomalies of face and neck,condition,HPO Code,condition_description,0000152,Abnormality of head or neck,http://purl.obolibrary.org/obo/hp.owl,
Congenital anomalies of face and neck,Congenital anomalies of face and neck,condition,MONDO Code,condition_description,0015961,genetic head and neck malformation,http://purl.obolibrary.org/obo/mondo.owl,
Congenital anomalies of the eye,Congenital anomalies of the eye,condition,HPO Code,condition_description,0000478,Abnormality of the eye,http://purl.obolibrary.org/obo/hp.owl,
Congenital anomalies of the eye,Congenital anomalies of the eye,condition,MONDO Code,condition_description,0005328,eye disorder,http://purl.obolibrary.org/obo/mondo.owl,
"Anomalies of respiratory system, congenital","Anomalies of respiratory system, congenital",condition,HPO Code,condition_description,0012252,Abnormal respiratory system morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of esophagus,Diseases of esophagus,condition,HPO Code,condition_description,0002031,Abnormal esophagus morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of esophagus,Diseases of esophagus,condition,MONDO Code,condition_description,0003749,esophageal disorder,http://purl.obolibrary.org/obo/mondo.owl,
Acquired deformities of ankle and foot,Acquired deformities of ankle and foot,condition,HPO Code,condition_description,0002814,Abnormality of the lower limb,http://purl.obolibrary.org/obo/hp.owl,
Hallux valgus (Bunion),Hallux valgus (Bunion),condition,HPO Code,condition_description,0001822,Hallux valgus,http://purl.obolibrary.org/obo/hp.owl,
Acquired foot deformities,Acquired foot deformities,condition,HPO Code,condition_description,0001760,Abnormal foot morphology,http://purl.obolibrary.org/obo/hp.owl,
Disorders of mineral metabolism,Disorders of mineral metabolism,condition,HPO Code,condition_description,0032245,Abnormal metabolism,http://purl.obolibrary.org/obo/hp.owl,
Disorders of mineral metabolism,Disorders of mineral metabolism,condition,MONDO Code,condition_description,0000226,mineral metabolism disease,http://purl.obolibrary.org/obo/mondo.owl,
Other congenital anomalies,Other congenital anomalies,condition,MONDO Code,condition_description,0021147,disorder of development or morphogenesis,http://purl.obolibrary.org/obo/mondo.owl,
Digestive congenital anomalies,Digestive congenital anomalies,condition,HPO Code,condition_description,0025031,Abnormality of the digestive system,http://purl.obolibrary.org/obo/hp.owl,
Digestive congenital anomalies,Digestive congenital anomalies,condition,MONDO Code,condition_description,0004335,digestive system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Symptoms involving urinary system,Symptoms involving urinary system,condition,HPO Code,condition_description,0000079,Abnormality of the urinary system,http://purl.obolibrary.org/obo/hp.owl,
Symptoms involving urinary system,Symptoms involving urinary system,condition,MONDO Code,condition_description,0002118,urinary system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Pilonidal cyst,Pilonidal cyst,condition,HPO Code,condition_description,0010771,Pilonidal abscess,http://purl.obolibrary.org/obo/hp.owl,
Pilonidal cyst,Pilonidal cyst,condition,MONDO Code,condition_description,0008249,pilonidal sinus,http://purl.obolibrary.org/obo/mondo.owl,
Congenital anomalies of intestine,Congenital anomalies of intestine,condition,HPO Code,condition_description,0002242,Abnormal intestine morphology,http://purl.obolibrary.org/obo/hp.owl,
Congenital anomalies of intestine,Congenital anomalies of intestine,condition,MONDO Code,condition_description,0005020,intestinal disorder,http://purl.obolibrary.org/obo/mondo.owl,
Late effects of cerebrovascular disease,Late effects of cerebrovascular disease,condition,Other Code,condition_description,195239002,Late effects of cerebrovascular disease (disorder),http://snomed.info/sct,
Diseases of white blood cells,Diseases of white blood cells,condition,HPO Code,condition_description,0001881,Abnormal leukocyte morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of white blood cells,Diseases of white blood cells,condition,MONDO Code,condition_description,0004805,leukocyte disorder,http://purl.obolibrary.org/obo/mondo.owl,
Decreased white blood cell count,Decreased white blood cell count,condition,HPO Code,condition_description,0011893,Abnormal leukocyte count,http://purl.obolibrary.org/obo/hp.owl,
Aphakia and other disorders of lens,Aphakia and other disorders of lens,condition,HPO Code,condition_description,0000517,Abnormal lens morphology,http://purl.obolibrary.org/obo/hp.owl,
Aphakia and other disorders of lens,Aphakia and other disorders of lens,condition,MONDO Code,condition_description,0001176,lens disorder,http://purl.obolibrary.org/obo/mondo.owl,
Redundant prepuce and phimosis/BXO,Redundant prepuce and phimosis/BXO,condition,HPO Code,condition_description,0100587,Abnormal preputium morphology,http://purl.obolibrary.org/obo/hp.owl,
Redundant prepuce and phimosis/BXO,Redundant prepuce and phimosis/BXO,condition,MONDO Code,condition_description,0002036,penile disorder,http://purl.obolibrary.org/obo/mondo.owl,
"Mechanical complications of cardiac/vascular device, implant, and graft","Mechanical complications of cardiac/vascular device, implant, and graft",condition,Other Code,condition_description,75446001,"Mechanical complication of cardiac device, implant AND/OR graft (disorder)",http://snomed.info/sct,
Postoperative infection,Postoperative infection,condition,HPO Code,condition_description,0031690,Opportunistic infection,http://purl.obolibrary.org/obo/hp.owl,
Mechanical complication due to other implant and internal device,Mechanical complication due to other implant and internal device,condition,Other Code,condition_description,111746009,Mechanical complication of device (disorder),http://snomed.info/sct,
Chronic sinusitis,Chronic sinusitis,condition,HPO Code,condition_description,0011109,Chronic sinusitis,http://purl.obolibrary.org/obo/hp.owl,
Chronic sinusitis,Chronic sinusitis,condition,MONDO Code,condition_description,0006031,chronic rhinosinusitis,http://purl.obolibrary.org/obo/mondo.owl,
Upper gastrointestinal congenital anomalies,Upper gastrointestinal congenital anomalies,condition,HPO Code,condition_description,0011024,Abnormality of the gastrointestinal tract,http://purl.obolibrary.org/obo/hp.owl,
Upper gastrointestinal congenital anomalies,Upper gastrointestinal congenital anomalies,condition,MONDO Code,condition_description,0044991,upper digestive tract disorder,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of cervical region,Disorders of cervical region,condition,HPO Code,condition_description,0003319,Abnormality of the cervical spine,http://purl.obolibrary.org/obo/hp.owl,
Aneurysm of other specified artery,Aneurysm of other specified artery,condition,HPO Code,condition_description,0002617,Vascular dilatation,http://purl.obolibrary.org/obo/hp.owl,
Aneurysm of other specified artery,Aneurysm of other specified artery,condition,MONDO Code,condition_description,0000473,arterial disorder,http://purl.obolibrary.org/obo/mondo.owl,
Congenital anomalies of mouth/tongue,Congenital anomalies of mouth/tongue,condition,HPO Code,condition_description,0000153,Abnormality of the mouth,http://purl.obolibrary.org/obo/hp.owl,
Other congenital anomalies of skin,Other congenital anomalies of skin,condition,HPO Code,condition_description,0000951,Abnormality of the skin,http://purl.obolibrary.org/obo/hp.owl,
Other congenital anomalies of skin,Other congenital anomalies of skin,condition,MONDO Code,condition_description,0005093,skin disorder,http://purl.obolibrary.org/obo/mondo.owl,
Other disorders of arteries and arterioles,Other disorders of arteries and arterioles,condition,HPO Code,condition_description,0011004,Abnormal systemic arterial morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of the larynx and vocal cords,Diseases of the larynx and vocal cords,condition,HPO Code,condition_description,0025423,Abnormal larynx morphology,http://purl.obolibrary.org/obo/hp.owl,
Diseases of the larynx and vocal cords,Diseases of the larynx and vocal cords,condition,MONDO Code,condition_description,0004382,laryngeal disorder,http://purl.obolibrary.org/obo/mondo.owl,
Plasma protein metabolism disorder,Plasma protein metabolism disorder,condition,MONDO Code,condition_description,0002273,plasma protein metabolism disease,http://purl.obolibrary.org/obo/mondo.owl,
Other upper respiratory disease,Other upper respiratory disease,condition,HPO Code,condition_description,0002087,Abnormality of the upper respiratory tract,http://purl.obolibrary.org/obo/hp.owl,
Other upper respiratory disease,Other upper respiratory disease,condition,MONDO Code,condition_description,0004867,upper respiratory tract disorder,http://purl.obolibrary.org/obo/mondo.owl,
Pneumonia,Pneumonia,condition,HPO Code,condition_description,0002090,Pneumonia,http://purl.obolibrary.org/obo/hp.owl,
Pneumonia,Pneumonia,condition,MONDO Code,condition_description,0005249,pneumonia,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of function of stomach,Disorders of function of stomach,condition,HPO Code,condition_description,0002577,Abnormal stomach morphology,http://purl.obolibrary.org/obo/hp.owl,
Disorders of function of stomach,Disorders of function of stomach,condition,MONDO Code,condition_description,0004298,stomach disorder,http://purl.obolibrary.org/obo/mondo.owl,
Immunity deficiency,Immunity deficiency,condition,HPO Code,condition_description,0002721,Immunodeficiency,http://purl.obolibrary.org/obo/hp.owl,
Immunity deficiency,Immunity deficiency,condition,MONDO Code,condition_description,0009453,immune deficiency disease,http://purl.obolibrary.org/obo/mondo.owl,
GERD,GERD,condition,HPO Code,condition_description,0002020,Gastroesophageal reflux,http://purl.obolibrary.org/obo/hp.owl,
GERD,GERD,condition,MONDO Code,condition_description,0007186,gastroesophageal reflux disease,http://purl.obolibrary.org/obo/mondo.owl,
Ectropion or entropion,Ectropion or entropion,condition,HPO Code,condition_description,0000492,Abnormal eyelid morphology,http://purl.obolibrary.org/obo/hp.owl,
Ectropion or entropion,Ectropion or entropion,condition,MONDO Code,condition_description,0003382,eyelid disorder,http://purl.obolibrary.org/obo/mondo.owl,
Bacterial pneumonia,Bacterial pneumonia,condition,MONDO Code,condition_description,0004652,bacterial pneumonia,http://purl.obolibrary.org/obo/mondo.owl,
Hydronephrosis,Hydronephrosis,condition,HPO Code,condition_description,0000126,Hydronephrosis,http://purl.obolibrary.org/obo/hp.owl,
Hydronephrosis,Hydronephrosis,condition,MONDO Code,condition_description,0005510,hydronephrosis,http://purl.obolibrary.org/obo/mondo.owl,
Disturbance of salivary secretion,Disturbance of salivary secretion,condition,HPO Code,condition_description,0010286,Abnormal salivary gland morphology,http://purl.obolibrary.org/obo/hp.owl,
Disturbance of salivary secretion,Disturbance of salivary secretion,condition,MONDO Code,condition_description,0001142,salivary gland disorder,http://purl.obolibrary.org/obo/mondo.owl,
Other disorders of ear,Other disorders of ear,condition,HPO Code,condition_description,0000598,Abnormality of the ear,http://purl.obolibrary.org/obo/hp.owl,
Other disorders of ear,Other disorders of ear,condition,MONDO Code,condition_description,0021205,disorder of ear,http://purl.obolibrary.org/obo/mondo.owl,
Disorders of acoustic nerve,Disorders of acoustic nerve,condition,HPO Code,condition_description,0009591,Abnormality of the vestibulocochlear nerve,http://purl.obolibrary.org/obo/hp.owl,
Disorders of acoustic nerve,Disorders of acoustic nerve,condition,MONDO Code,condition_description,0001563,vestibulocochlear nerve disorder,http://purl.obolibrary.org/obo/mondo.owl,
"Complications of gastrostomy, colostomy and enterostomy","Complications of gastrostomy, colostomy and enterostomy",condition,Other Code,condition_description,116224001,Complication of procedure (disorder),http://snomed.info/sct,
Inflammation of eyelids,Inflammation of eyelids,condition,HPO Code,condition_description,0000498,Blepharitis,http://purl.obolibrary.org/obo/hp.owl,
Inflammation of eyelids,Inflammation of eyelids,condition,MONDO Code,condition_description,0004785,blepharitis,http://purl.obolibrary.org/obo/mondo.owl,
Esophageal atresia/tracheoesophageal fistula,Esophageal atresia/tracheoesophageal fistula,condition,MONDO Code,condition_description,0008586,esophageal atresia/tracheoesophageal fistula,http://purl.obolibrary.org/obo/mondo.owl,
