local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Delayed speech; apraxia; stutters,Delayed speech; apraxia; stutters,condition,HPO Code,condition_description,0011098,Speech apraxia,http://purl.obolibrary.org/obo/hp.owl,
Delayed speech; apraxia; stutters,Delayed speech; apraxia; stutters,condition,MONDO Code,condition_description,0000665,apraxia,http://purl.obolibrary.org/obo/mondo.owl,
Delayed speech; apraxia; stutters,Delayed speech; apraxia; stutters,condition,HPO Code,condition_description,0025268,Stuttering,http://purl.obolibrary.org/obo/hp.owl,
Delayed speech; apraxia; stutters,Delayed speech; apraxia; stutters,condition,MONDO Code,condition_description,0000723,stutter disorder,http://purl.obolibrary.org/obo/mondo.owl,
Occupational Therapy,Occupational Therapy,condition,MAXO Code,condition_description,0001351,occupational therapy,http://purl.obolibrary.org/obo/maxo.owl,
Procedure performed for OSA,Procedure performed for OSA,condition,MAXO Code,condition_description,0000499,therapeutic procedure of respiratory system,http://purl.obolibrary.org/obo/maxo.owl,
OSA: Other severity,OSA: Other severity,condition,HPO Code,condition_description,0002870,Obstructive sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
OSA: Other severity,OSA: Other severity,condition,MONDO Code,condition_description,0007147,obstructive sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Speech Therapy,Speech Therapy,condition,MAXO Code,condition_description,0000930,speech therapy,http://purl.obolibrary.org/obo/maxo.owl,
Vision Problems,Vision Problems,condition,HPO Code,condition_description,0000504,Abnormality of vision,http://purl.obolibrary.org/obo/hp.owl,
Vision Problems,Vision Problems,condition,MONDO Code,condition_description,0021084,vision disorder,http://purl.obolibrary.org/obo/mondo.owl,
Wears glasses; congenital nystagmus,Wears glasses; congenital nystagmus,condition,HPO Code,condition_description,0006934,congenital nystagmus,http://purl.obolibrary.org/obo/hp.owl,
Wears glasses; congenital nystagmus,Wears glasses; congenital nystagmus,condition,MONDO Code,condition_description,0005712,congenital nystagmus,http://purl.obolibrary.org/obo/mondo.owl,
Wears glasses; congenital nystagmus,Wears glasses; congenital nystagmus,condition,MAXO Code,condition_description,0025004,glasses usage,http://purl.obolibrary.org/obo/maxo.owl,
Wears glasses; congenital nystagmus,Wears glasses; congenital nystagmus,condition,Other Code,condition_description,225582009,Wears glasses,http://snomed.info/sct,
Adenoidectomy,Adenoidectomy,condition,MAXO Code,condition_description,0001029,adenoidectomy,http://purl.obolibrary.org/obo/maxo.owl,
Diagnosed with ADHD,Diagnosed with ADHD,condition,HPO Code,condition_description,0007018,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/hp.owl,
Diagnosed with ADHD,Diagnosed with ADHD,condition,MONDO Code,condition_description,0007743,attention deficit-hyperactivity disorder,http://purl.obolibrary.org/obo/mondo.owl,
Combined ADHD,Combined ADHD,condition,Other Code,condition_description,10068451,"ADHD, combined type",https://www.meddra.org,
Atrioventricular Canal Defect (AVC),Atrioventricular Canal Defect (AVC),condition,HPO Code,condition_description,0006695,Atrioventricular canal defect,http://purl.obolibrary.org/obo/hp.owl,
Atrioventricular Canal Defect (AVC),Atrioventricular Canal Defect (AVC),condition,MONDO Code,condition_description,0800268,"atrioventricular septal defect, susceptibility to, 1",http://purl.obolibrary.org/obo/mondo.owl,
Normal weight,Normal weight,condition,Other Code,condition_description,43664005,Normal weight,http://snomed.info/sct,
Cardiac surgery,Cardiac surgery,condition,MAXO Code,condition_description,0025001,surgical procedure on cardiovascular system,http://purl.obolibrary.org/obo/maxo.owl,
Coarctation [Narrowing of the aorta],Coarctation [Narrowing of the aorta],condition,HPO Code,condition_description,0001680,Coarctation of aorta,http://purl.obolibrary.org/obo/hp.owl,
Coarctation [Narrowing of the aorta],Coarctation [Narrowing of the aorta],condition,MONDO Code,condition_description,0007345,aorta coarctation,http://purl.obolibrary.org/obo/mondo.owl,
Left-handed,Left-handed,condition,Other Code,condition_description,87683000,Left handed (finding),http://snomed.info/sct,
Head Injuries,Head Injuries,condition,MONDO Code,condition_description,0800482,head injury,http://purl.obolibrary.org/obo/mondo.owl,
Multiple TIAs during heart surgery,Multiple TIAs during heart surgery,condition,HPO Code,condition_description,0002326,Transient ischemic attack,http://purl.obolibrary.org/obo/hp.owl,
Multiple TIAs during heart surgery,Multiple TIAs during heart surgery,condition,MONDO Code,condition_description,0005264,transient ischemic attack,http://purl.obolibrary.org/obo/mondo.owl,
Congenital heart defect,Congenital heart defect,condition,HPO Code,condition_description,0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
Congenital heart defect,Congenital heart defect,condition,MONDO Code,condition_description,0005453,congenital heart disease,http://purl.obolibrary.org/obo/mondo.owl,
Patent Ductus Arteriosus (PDA) [Persistent connection between aorta and pulmonary artery],Patent Ductus Arteriosus (PDA) [Persistent connection between aorta and pulmonary artery],condition,HPO Code,condition_description,0001643,Patent ductus arteriosus,http://purl.obolibrary.org/obo/hp.owl,
Patent Ductus Arteriosus (PDA) [Persistent connection between aorta and pulmonary artery],Patent Ductus Arteriosus (PDA) [Persistent connection between aorta and pulmonary artery],condition,MONDO Code,condition_description,0011827,patent ductus arteriosus,http://purl.obolibrary.org/obo/mondo.owl,
Physical Therapy,Physical Therapy,condition,MAXO Code,condition_description,0000011,Physical Therapy,http://purl.obolibrary.org/obo/maxo.owl,
Sleep Disorder,Sleep Disorder,condition,HPO Code,condition_description,0002360,Sleep disturbance,http://purl.obolibrary.org/obo/hp.owl,
Sleep Disorder,Sleep Disorder,condition,MONDO Code,condition_description,0100081,sleep disorder,http://purl.obolibrary.org/obo/mondo.owl,
Takes Remeron and melatonin to help sleep,Takes Remeron and melatonin to help sleep,condition,MAXO Code,condition_description,0000323,sedatives and hypnotic agent therapy,http://purl.obolibrary.org/obo/maxo.owl,
Takes Remeron and melatonin to help sleep,Takes Remeron and melatonin to help sleep,condition,Other Code,condition_description,C121597,Take Medicine to Help Sleep,http://purl.obolibrary.org/obo/ncit.owl,
Had sleep study,Had sleep study,condition,MAXO Code,condition_description,0000679,sleep medicine specialist evaluation,http://purl.obolibrary.org/obo/maxo.owl,
Tonsillectomy,Tonsillectomy,condition,MAXO Code,condition_description,0001081,tonsillectomy,http://purl.obolibrary.org/obo/maxo.owl,
CVI; nearsighted,CVI; nearsighted,condition,HPO Code,condition_description,0100704,Cerebral visual impairment,http://purl.obolibrary.org/obo/hp.owl,
CVI; nearsighted,CVI; nearsighted,condition,MONDO Code,condition_description,0001385,cortical blindness,http://purl.obolibrary.org/obo/mondo.owl,
CVI; nearsighted,CVI; nearsighted,condition,HPO Code,condition_description,0000545,Myopia,http://purl.obolibrary.org/obo/hp.owl,
CVI; nearsighted,CVI; nearsighted,condition,MONDO Code,condition_description,0001384,myopia,http://purl.obolibrary.org/obo/mondo.owl,
Ventricular Septal Defect (VSD),Ventricular Septal Defect (VSD),condition,HPO Code,condition_description,0001629,Ventricular septal defect,http://purl.obolibrary.org/obo/hp.owl,
Ventricular Septal Defect (VSD),Ventricular Septal Defect (VSD),condition,MONDO Code,condition_description,0002070,ventricular septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Obese,Obese,condition,HPO Code,condition_description,0001513,Obesity,http://purl.obolibrary.org/obo/hp.owl,
Depression,Depression,condition,HPO Code,condition_description,0000716,Depression,http://purl.obolibrary.org/obo/hp.owl,
Depression,Depression,condition,MONDO Code,condition_description,0002050,depressive disorder,http://purl.obolibrary.org/obo/mondo.owl,
Mosaic Down syndrome,Mosaic Down syndrome,condition,MONDO Code,condition_description,0700127,mosaic trisomy 21,http://purl.obolibrary.org/obo/mondo.owl,
GERD,GERD,condition,HPO Code,condition_description,0002020,Gastroesophageal reflux,http://purl.obolibrary.org/obo/hp.owl,
GERD,GERD,condition,MONDO Code,condition_description,0007186,gastroesophageal reflux disease,http://purl.obolibrary.org/obo/mondo.owl,
Recurrent Otitis Media (Ear Infection),Recurrent Otitis Media (Ear Infection),condition,HPO Code,condition_description,0000403,Recurrent otitis media,http://purl.obolibrary.org/obo/hp.owl,
Recurrent Otitis Media (Ear Infection),Recurrent Otitis Media (Ear Infection),condition,MONDO Code,condition_description,0005441,otitis media,http://purl.obolibrary.org/obo/mondo.owl,
Behavioral Therapy,Behavioral Therapy,condition,MAXO Code,condition_description,0000010,cognitive and behavioral intervention,http://purl.obolibrary.org/obo/maxo.owl,
Feeding Difficulties,Feeding Difficulties,condition,HPO Code,condition_description,0011968,Feeding difficulties,http://purl.obolibrary.org/obo/hp.owl,
Music Therapy,Music Therapy,condition,Other Code,condition_description,21065008,Music Therapy,http://snomed.info/sct,
Anxiety,Anxiety,condition,HPO Code,condition_description,0000739,Anxiety,http://purl.obolibrary.org/obo/hp.owl,
Anxiety,Anxiety,condition,MONDO Code,condition_description,0011918,anxiety,http://purl.obolibrary.org/obo/mondo.owl,
Situational anxiety,Situational anxiety,condition,Other Code,condition_description,10040760,Situational anxiety,https://www.meddra.org,
Low Birth Weight,Low Birth Weight,condition,HPO Code,condition_description,0001518,Small for gestational age,http://purl.obolibrary.org/obo/hp.owl,
Spent time in neonatal intensive care unit (NICU),Spent time in neonatal intensive care unit (NICU),condition,Other Code,condition_description,405269005,Neonatal intensive care unit,http://snomed.info/sct,
Tetralogy of Fallot (TOF),Tetralogy of Fallot (TOF),condition,HPO Code,condition_description,0001636,Tetralogy of Fallot,http://purl.obolibrary.org/obo/hp.owl,
Tetralogy of Fallot (TOF),Tetralogy of Fallot (TOF),condition,MONDO Code,condition_description,0008542,tetralogy of fallot,http://purl.obolibrary.org/obo/mondo.owl,
Glasses for strabismus,Glasses for strabismus,condition,HPO Code,condition_description,0000486,strabismus,http://purl.obolibrary.org/obo/hp.owl,
Glasses for strabismus,Glasses for strabismus,condition,MONDO Code,condition_description,0003432,strabismus,http://purl.obolibrary.org/obo/mondo.owl,
Born prematurely,Born prematurely,condition,HPO Code,condition_description,0001622,Premature birth,http://purl.obolibrary.org/obo/hp.owl,
Sleep apnea,Sleep apnea,condition,HPO Code,condition_description,0010535,Sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Sleep apnea,Sleep apnea,condition,MONDO Code,condition_description,0005296,sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Recurrent Pneumonia,Recurrent Pneumonia,condition,HPO Code,condition_description,0006532,Recurrent pneumonia,http://purl.obolibrary.org/obo/hp.owl,
Recurrent Pneumonia,Recurrent Pneumonia,condition,MONDO Code,condition_description,0005936,recurrent pneumonia,http://purl.obolibrary.org/obo/mondo.owl,
Developmental therapy,Developmental therapy,condition,Other Code,condition_description,228534002,Developmental therapy,http://snomed.info/sct,
Thyroid Problems,Thyroid Problems,condition,HPO Code,condition_description,0000820,Abnormality of the thyroid gland,http://purl.obolibrary.org/obo/hp.owl,
Thyroid Problems,Thyroid Problems,condition,MONDO Code,condition_description,0003240,thyroid gland disorder,http://purl.obolibrary.org/obo/mondo.owl,
Hypothyroidism,Hypothyroidism,condition,HPO Code,condition_description,0000821,Hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
Hypothyroidism,Hypothyroidism,condition,MONDO Code,condition_description,0005420,hypothyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Hearing device use,Hearing device use,condition,MAXO Code,condition_description,0009030,hearing aid usage,http://purl.obolibrary.org/obo/maxo.owl,
Hearing Problems,Hearing Problems,condition,HPO Code,condition_description,0000365,Hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Hearing Problems,Hearing Problems,condition,MONDO Code,condition_description,0021945,hearing disorder,http://purl.obolibrary.org/obo/mondo.owl,
Mixed bilateral conductive sensorineural hearing loss,Mixed bilateral conductive sensorineural hearing loss,condition,HPO Code,condition_description,0000410,Mixed hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Mixed bilateral conductive sensorineural hearing loss,Mixed bilateral conductive sensorineural hearing loss,condition,MONDO Code,condition_description,0044001,"hearing loss, mixed conductive-sensorineural",http://purl.obolibrary.org/obo/mondo.owl,
Speech Impairment: Speech articulation; receptive- expressive language; Dysfluency,Speech Impairment: Speech articulation; receptive- expressive language; Dysfluency,condition,HPO Code,condition_description,0009088,Speech articulation difficulties,http://purl.obolibrary.org/obo/hp.owl,
Speech Impairment: Speech articulation; receptive- expressive language; Dysfluency,Speech Impairment: Speech articulation; receptive- expressive language; Dysfluency,condition,MONDO Code,condition_description,0001568,mixed receptive-expressive language disorder,http://purl.obolibrary.org/obo/mondo.owl,
Speech Impairment: Speech articulation; receptive- expressive language; Dysfluency,Speech Impairment: Speech articulation; receptive- expressive language; Dysfluency,condition,Other Code,condition_description,229622007,Dysfluency (disorder),http://snomed.info/sct,
RSV at 5 weeks old; spent 3 weeks in PICU and on floor,RSV at 5 weeks old; spent 3 weeks in PICU and on floor,condition,MONDO Code,condition_description,0001577,respiratory syncytial virus infectious disease,http://purl.obolibrary.org/obo/mondo.owl,
Near sighted; astigmatism,Near sighted; astigmatism,condition,HPO Code,condition_description,0000483,Astigmatism,http://purl.obolibrary.org/obo/hp.owl,
Near sighted; astigmatism,Near sighted; astigmatism,condition,MONDO Code,condition_description,0011284,astigmatism,http://purl.obolibrary.org/obo/mondo.owl,
CPAP or BiPAP use,CPAP or BiPAP use,condition,MAXO Code,condition_description,0000509,positive controlled ventilation,http://purl.obolibrary.org/obo/maxo.owl,
Reflux; gtube nissen as infant,Reflux; gtube nissen as infant,condition,MAXO Code,condition_description,0001346,gastrostomy,http://purl.obolibrary.org/obo/maxo.owl,
Reflux; gtube nissen as infant,Reflux; gtube nissen as infant,condition,MAXO Code,condition_description,0001472,fundoplication,http://purl.obolibrary.org/obo/maxo.owl,
Aquatic therapy,Aquatic therapy,condition,MAXO Code,condition_description,0000465,aquatic exercise therapy,http://purl.obolibrary.org/obo/maxo.owl,
Moderate OSA requiring CPAP,Moderate OSA requiring CPAP,condition,MAXO Code,condition_description,0000512,continuous positive airway pressure ventilation,http://purl.obolibrary.org/obo/maxo.owl,
Underweight,Underweight,condition,HPO Code,condition_description,0004325,Decreased body weight,http://purl.obolibrary.org/obo/hp.owl,
Strabismus; hyperopia,Strabismus; hyperopia,condition,HPO Code,condition_description,0000540,Hypermetropia,http://purl.obolibrary.org/obo/hp.owl,
Strabismus; hyperopia,Strabismus; hyperopia,condition,MONDO Code,condition_description,0004891,hyperopia,http://purl.obolibrary.org/obo/mondo.owl,
Sensoneural hearing loss - mild,Sensoneural hearing loss - mild,condition,HPO Code,condition_description,0000407,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Sensoneural hearing loss - mild,Sensoneural hearing loss - mild,condition,MONDO Code,condition_description,0020678,sensorineural hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Cleft mitral valve,Cleft mitral valve,condition,HPO Code,condition_description,0011569,Cleft anterior mitral valve leaflet,http://purl.obolibrary.org/obo/hp.owl,
Cleft mitral valve,Cleft mitral valve,condition,MONDO Code,condition_description,0019818,cleft mitral valve,http://purl.obolibrary.org/obo/mondo.owl,
Obsessive Compulsive Disorder,Obsessive Compulsive Disorder,condition,HPO Code,condition_description,0000722,Obsessive-compulsive behavior,http://purl.obolibrary.org/obo/hp.owl,
Obsessive Compulsive Disorder,Obsessive Compulsive Disorder,condition,MONDO Code,condition_description,0008114,obsessive-compulsive disorder,http://purl.obolibrary.org/obo/mondo.owl,
Other Heart Defects,Other Heart Defects,condition,MONDO Code,condition_description,0005267,heart disorder,http://purl.obolibrary.org/obo/mondo.owl,
Psychological/Emotional Therapy,Psychological/Emotional Therapy,condition,MAXO Code,condition_description,0000077,behavioral counseling,http://purl.obolibrary.org/obo/maxo.owl,
Clinical hypothyroidism; total thyroidectomy,Clinical hypothyroidism; total thyroidectomy,condition,MAXO Code,condition_description,0001080,thyroidectomy,http://purl.obolibrary.org/obo/maxo.owl,
Autism Spectrum Disorder,Autism Spectrum Disorder,condition,HPO Code,condition_description,0000729,Autistic behavior,http://purl.obolibrary.org/obo/hp.owl,
Autism Spectrum Disorder,Autism Spectrum Disorder,condition,MONDO Code,condition_description,0005258,autism spectrum disorder,http://purl.obolibrary.org/obo/mondo.owl,
Holes in ear drum,Holes in ear drum,condition,HPO Code,condition_description,0040090,Abnormal tympanic membrane morphology,http://purl.obolibrary.org/obo/hp.owl,
Holes in ear drum,Holes in ear drum,condition,Other Code,condition_description,60442001,Perforation of tympanic membrane,http://snomed.info/sct,
Play Therapy,Play Therapy,condition,Other Code,condition_description,76075007,Play Therapy,http://snomed.info/sct,
Spinal instability,Spinal instability,condition,HPO Code,condition_description,0005881,Spinal instability,http://purl.obolibrary.org/obo/hp.owl,
Ear tubes due to ABR,Ear tubes due to ABR,condition,MAXO Code,condition_description,0009044,myringotomy and insertion of tympanic ventilation tube,http://purl.obolibrary.org/obo/maxo.owl,
Developmental delay,Developmental delay,condition,HPO Code,condition_description,0001263,Global developmental delay,http://purl.obolibrary.org/obo/hp.owl,
Neurological problems,Neurological problems,condition,HPO Code,condition_description,0012638,Abnormal nervous system physiology,http://purl.obolibrary.org/obo/hp.owl,
Neurological problems,Neurological problems,condition,MONDO Code,condition_description,0005071,Nervous System Disorder,http://purl.obolibrary.org/obo/mondo.owl,
Partial epileptic form discharges in left occipital lobe,Partial epileptic form discharges in left occipital lobe,condition,MONDO Code,condition_description,0005384,focal epilepsy,http://purl.obolibrary.org/obo/mondo.owl,
Partial epileptic form discharges left occipital lobe,Partial epileptic form discharges left occipital lobe,condition,HPO Code,condition_description,0007359,Focal-onset seizure,http://purl.obolibrary.org/obo/hp.owl,
Had a small hole in heart that closed before 3 years,Had a small hole in heart that closed before 3 years,condition,HPO Code,condition_description,0001671,Abnormal cardiac septum morphology,http://purl.obolibrary.org/obo/hp.owl,
Had a small hole in heart that closed before 3 years,Had a small hole in heart that closed before 3 years,condition,MONDO Code,condition_description,0002078,heart septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Nonverbal,Nonverbal,condition,HPO Code,condition_description,0001344,Absent speech,http://purl.obolibrary.org/obo/hp.owl,
Feeding therapy,Feeding therapy,condition,MAXO Code,condition_description,0001388,feeding therapy,http://purl.obolibrary.org/obo/maxo.owl,
Patent Foramen Ovale (PFO) [Hole between the upper chambers of the heart],Patent Foramen Ovale (PFO) [Hole between the upper chambers of the heart],condition,HPO Code,condition_description,0001655,Patent foramen ovale,http://purl.obolibrary.org/obo/hp.owl,
Patent Foramen Ovale (PFO) [Hole between the upper chambers of the heart],Patent Foramen Ovale (PFO) [Hole between the upper chambers of the heart],condition,MONDO Code,condition_description,0020439,patent foramen ovale (disease),http://purl.obolibrary.org/obo/mondo.owl,
Inattentive ADHD,Inattentive ADHD,condition,MONDO Code,condition_description,0005302,"attention deficit hyperactivity disorder, inattentive type",http://purl.obolibrary.org/obo/mondo.owl,
Inattentive ADHD,Inattentive ADHD,condition,Other Code,condition_description,10068453,"ADHD, predominantly inattentive type",https://www.meddra.org,
Murmur at birth,Murmur at birth,condition,HPO Code,condition_description,0030148,Heart murmur,http://purl.obolibrary.org/obo/hp.owl,
Submucous cleft palate,Submucous cleft palate,condition,HPO Code,condition_description,5201016,Submucous cleft palate,http://purl.obolibrary.org/obo/hp.owl,
Hyperactive ADHD,Hyperactive ADHD,condition,Other Code,condition_description,10068452,"ADHD, predominantly hyperactive-impulsive type",https://www.meddra.org,
Disruptive Behavior,Disruptive Behavior,condition,HPO Code,condition_description,0000708,Atypical behavior,http://purl.obolibrary.org/obo/hp.owl,
Disruptive Behavior,Disruptive Behavior,condition,MONDO Code,condition_description,0800106,disruptive behavior disorder,http://purl.obolibrary.org/obo/mondo.owl,
GERD; acid reflux; constipation; celiac,GERD; acid reflux; constipation; celiac,condition,HPO Code,condition_description,0002608,Celiac disease,http://purl.obolibrary.org/obo/hp.owl,
GERD; acid reflux; constipation; celiac,GERD; acid reflux; constipation; celiac,condition,MONDO Code,condition_description,0005130,celiac disease,http://purl.obolibrary.org/obo/mondo.owl,
Deaf right ear,Deaf right ear,condition,HPO Code,condition_description,0009900,Unilateral deafness,http://purl.obolibrary.org/obo/hp.owl,
Deaf right ear,Deaf right ear,condition,MONDO Code,condition_description,0005365,hearing loss disorder,http://purl.obolibrary.org/obo/mondo.owl,
Speech Impairment: Low tone,Speech Impairment: Low tone,condition,HPO Code,condition_description,0001252,Hypotonia,http://purl.obolibrary.org/obo/hp.owl,
Speech Impairment: Receptive and expressive,Speech Impairment: Receptive and expressive,condition,HPO Code,condition_description,0010863,Receptive language delay,http://purl.obolibrary.org/obo/hp.owl,
Speech Impairment: Receptive and expressive,Speech Impairment: Receptive and expressive,condition,HPO Code,condition_description,0002474,Expressive language delay,http://purl.obolibrary.org/obo/hp.owl,
Chronic facial skin rash,Chronic facial skin rash,condition,HPO Code,condition_description,0000988,Skin rash,http://purl.obolibrary.org/obo/hp.owl,
Cardiac catheterization,Cardiac catheterization,condition,MAXO Code,condition_description,0035118,cardiac catheterization,http://purl.obolibrary.org/obo/maxo.owl,
High-frequency hearing problem,High-frequency hearing problem,condition,HPO Code,condition_description,0005101,High-frequency hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Pulmonary obstruction; mitral valve leakage,Pulmonary obstruction; mitral valve leakage,condition,HPO Code,condition_description,0001653,Mitral regurgitation,http://purl.obolibrary.org/obo/hp.owl,
Pulmonary obstruction; mitral valve leakage,Pulmonary obstruction; mitral valve leakage,condition,MONDO Code,condition_description,0001298,congenital mitral valve insufficiency,http://purl.obolibrary.org/obo/mondo.owl,
Incontinence; severe skin issue - psoriasis-eczema,Incontinence; severe skin issue - psoriasis-eczema,condition,HPO Code,condition_description,0003765,Psoriasiform dermatitis,http://purl.obolibrary.org/obo/hp.owl,
Incontinence; severe skin issue - psoriasis-eczema,Incontinence; severe skin issue - psoriasis-eczema,condition,MONDO Code,condition_description,0005083,psoriasis,http://purl.obolibrary.org/obo/mondo.owl,
Incontinence; severe skin issue - psoriasis-eczema,Incontinence; severe skin issue - psoriasis-eczema,condition,HPO Code,condition_description,0000964,Eczema,http://purl.obolibrary.org/obo/hp.owl,
Incontinence; severe skin issue - psoriasis-eczema,Incontinence; severe skin issue - psoriasis-eczema,condition,MONDO Code,condition_description,0004980,atopic eczema,http://purl.obolibrary.org/obo/mondo.owl,
Central sleep apnea,Central sleep apnea,condition,HPO Code,condition_description,0010536,Central sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Central sleep apnea,Central sleep apnea,condition,MONDO Code,condition_description,0004731,central sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Refuses to eat foods outside of foods he's accustomed to eating,Refuses to eat foods outside of foods he's accustomed to eating,condition,Other Code,condition_description,373664004,Picky eater,http://snomed.info/sct,
Minor hearing loss,Minor hearing loss,condition,HPO Code,condition_description,0012712,Mild hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Seizures,Seizures,condition,HPO Code,condition_description,0001250,Seizure,http://purl.obolibrary.org/obo/hp.owl,
Seizures,Seizures,condition,MONDO Code,condition_description,0005027,epilepsy,http://purl.obolibrary.org/obo/mondo.owl,
Apraxia,Apraxia,condition,HPO Code,condition_description,0002186,Apraxia,http://purl.obolibrary.org/obo/hp.owl,
Heart Defect: Mitral valve,Heart Defect: Mitral valve,condition,HPO Code,condition_description,0031481,Abnormal mitral valve physiology,http://purl.obolibrary.org/obo/hp.owl,
Heart Defect: Mitral valve,Heart Defect: Mitral valve,condition,MONDO Code,condition_description,0003767,mitral valve disorder,http://purl.obolibrary.org/obo/mondo.owl,
Limited speech,Limited speech,condition,Other Code,condition_description,162252005,Speech limited,http://snomed.info/sct,
Leukemia,Leukemia,condition,HPO Code,condition_description,0001909,Leukemia,http://purl.obolibrary.org/obo/hp.owl,
Leukemia,Leukemia,condition,MONDO Code,condition_description,0005059,leukemia,http://purl.obolibrary.org/obo/mondo.owl,
Social skills group therapy,Social skills group therapy,condition,Other Code,condition_description,243224001,Social therapy,http://snomed.info/sct,
Nystagmus; near sighted,Nystagmus; near sighted,condition,HPO Code,condition_description,0000639,Nystagmus,http://purl.obolibrary.org/obo/hp.owl,
Celiac; Hirschsprung,Celiac; Hirschsprung,condition,HPO Code,condition_description,0002251,Aganglionic megacolon,http://purl.obolibrary.org/obo/hp.owl,
Celiac; Hirschsprung,Celiac; Hirschsprung,condition,MONDO Code,condition_description,0018309,Hirschsprung disease,http://purl.obolibrary.org/obo/mondo.owl,
Pica,Pica,condition,HPO Code,condition_description,0011856,Pica,http://purl.obolibrary.org/obo/hp.owl,
Pica,Pica,condition,MONDO Code,condition_description,0001441,pica disease,http://purl.obolibrary.org/obo/mondo.owl,
