local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Ethnicity,Ethnicity of Participant,participant,,participant,Ethnicity,Ethnicity of Participant,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant,
Down Syndrome Status,Down Syndrome status of participant,participant,,participant,Down Syndrome Status,Down Syndrome status of participant,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant,
Age at First Patient Engagement,"Age in days of Participant at first recorded study event (enrollment, visit, observation, sample collection, survey completion, etc.). Age at enrollment is preferred, if available.",participant,,participant,Age at First Patient Engagement,"Age in days of Participant at first recorded study event (enrollment, visit, observation, sample collection, survey completion, etc.). Age at enrollment is preferred, if available.",https://includedcc.org/fhir/CodeSystem/data-dictionary/participant,
First Patient Engagement Event,"Event for which Age at First Patient Engagement is given (e.g. enrollment, visit, observation, sample collection, survey completion, etc.). Age at enrollment is preferred, if available.",participant,,participant,First Patient Engagement Event,"Event for which Age at First Patient Engagement is given (e.g. enrollment, visit, observation, sample collection, survey completion, etc.). Age at enrollment is preferred, if available.",https://includedcc.org/fhir/CodeSystem/data-dictionary/participant,
Outcomes Vital Status,Whether participant is alive or dead,participant,,participant,Outcomes Vital Status,Whether participant is alive or dead,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant,
Age at Last Vital Status,Age in days when participant's vital status was last recorded,participant,,participant,Age at Last Vital Status,Age in days when participant's vital status was last recorded,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant,
Control-only,Control-only,participant,Family Type,Family Type,Control-only,Control-only,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_type,
Duo,Duo,participant,Family Type,Family Type,Duo,Duo,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_type,
Other,Other,participant,Family Type,Family Type,Other,Other,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_type,
Proband-only,Proband-only,participant,Family Type,Family Type,Proband-only,Proband-only,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_type,
Trio,Trio,participant,Family Type,Family Type,Trio,Trio,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_type,
Trio+,Trio+,participant,Family Type,Family Type,Trio+,Trio+,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_type,
Proband,Proband,participant,Family Relationship,Family Relationship,Proband,Proband,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_relationship,
Father,Father,participant,Family Relationship,Family Relationship,Father,Father,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_relationship,
Mother,Mother,participant,Family Relationship,Family Relationship,Mother,Mother,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_relationship,
Sibling,Sibling,participant,Family Relationship,Family Relationship,Sibling,Sibling,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_relationship,
Other relative,Other relative,participant,Family Relationship,Family Relationship,Other relative,Other relative,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_relationship,
Unrelated control,Unrelated control,participant,Family Relationship,Family Relationship,Unrelated control,Unrelated control,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/family_relationship,
Female,Female,participant,Sex,Sex,Female,Female,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/sex,
Male,Male,participant,Sex,Sex,Male,Male,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/sex,
Other,Other,participant,Sex,Sex,Other,Other,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/sex,
Unknown,Unknown,participant,Sex,Sex,Unknown,Unknown,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/sex,
American Indian or Alaska Native,American Indian or Alaska Native,participant,Race,Race,American Indian or Alaska Native,American Indian or Alaska Native,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Asian,Asian,participant,Race,Race,Asian,Asian,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Black or African American,Black or African American,participant,Race,Race,Black or African American,Black or African American,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
More than one race,More than one race,participant,Race,Race,More than one race,More than one race,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,participant,Race,Race,Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Other,Other,participant,Race,Race,Other,Other,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
White,White,participant,Race,Race,White,White,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Prefer not to answer,Prefer not to answer,participant,Race,Race,Prefer not to answer,Prefer not to answer,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Unknown,Unknown,participant,Race,Race,Unknown,Unknown,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
East Asian,East Asian,participant,Race,Race,East Asian,East Asian,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Latin American,Latin American,participant,Race,Race,Latin American,Latin American,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Middle Eastern or North African,Middle Eastern or North African,participant,Race,Race,Middle Eastern or North African,Middle Eastern or North African,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
South Asian,South Asian,participant,Race,Race,South Asian,South Asian,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/race,
Hispanic or Latino,Hispanic or Latino,participant,Ethnicity,Ethnicity,Hispanic or Latino,Hispanic or Latino,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/ethnicity,
Not Hispanic or Latino,Not Hispanic or Latino,participant,Ethnicity,Ethnicity,Not Hispanic or Latino,Not Hispanic or Latino,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/ethnicity,
Prefer not to answer,Prefer not to answer,participant,Ethnicity,Ethnicity,Prefer not to answer,Prefer not to answer,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/ethnicity,
Unknown,Unknown,participant,Ethnicity,Ethnicity,Unknown,Unknown,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/ethnicity,
D21,Disomy 21 (euploid),participant,Down Syndrome Status,Down Syndrome Status,D21,Disomy 21 (euploid),https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/down_syndrome_status,
T21,Trisomy 21 (Down syndrome),participant,Down Syndrome Status,Down Syndrome Status,T21,Trisomy 21 (Down syndrome),https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/down_syndrome_status,
Dead,Dead,participant,Outcomes Vital Status,Outcomes Vital Status,Dead,Dead,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/outcomes_vital_status,
Alive,Alive,participant,Outcomes Vital Status,Outcomes Vital Status,Alive,Alive,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/outcomes_vital_status,
Unknown or not available,Unknown or not available,participant,Outcomes Vital Status,Outcomes Vital Status,Unknown or not available,Unknown or not available,https://includedcc.org/fhir/CodeSystem/data-dictionary/participant/outcomes_vital_status,
